Bear,Sex,Age, Date ,General Location,Capture type,Release Site,Handler,Year
G89,male,adult,6/17/03,"Flat Mountain Crk, YNP",Research,On site,IGBST,2003
427,male,subadult,6/16/03,"Bridge Crk, YNP",Management,"Lewis River, YNP",YNP/IGBST,2003
427,male,subadult,9/22/03,"Arnica Crk, YNP",Research,On site,IGBST,2003
428,female subadult,subadult,6/18/03,"Franks Forks, SNF",Research,On site,WYGFD,2003
429,male,adult,6/27/03,"Pelican Crk, YNP",Research,On site,IGBST,2003
430,male,subadult,7/1/03,"S Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2003
431,male,subadult,7/4/03,"Brooks Lake Crk, SNF",Management,"Sunlight Crk, SNF",WYGFD,2003
432,male,adult,7/10/03,"S. Fk. Shoshone, Pr-WY",Management,"Burnt Crk, SNF",WYGFD,2003
433,male,adult,7/12/03,"Green River, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2003
G82,male,subadult,7/13/03,"Line Crk, PIA-WY",Management,Removed,WYGFD,2003
434,male,yearling,7/21/03,"Conant Crk, TNF",Research,On site,WYGFD,2003
434,male,yearling,8/7/03,"Badger Crk, TNF",Research,On site,WYGFD,2003
418,male,adult,7/2/03,"Conant Crk, TNF",Research,On site,WYGFD,2003
435,male,yearling,7/25/03,"Conant Crk, TNF",Research,On site,WYGFD,2003
435,male,yearling,8/1/03,"Coyote Crk,TNF",Research,On site,WYGFD,2003
435,male,yearling,8/8/03,"Badger Crk, TNF",Research,On site,WYGFD,2003
435,male,yearling,8/10/03,"Badger Crk, TNF",Research,On site,WYGFD,2003
436,male,subadult,7/25/03,"Coyote Crk, TNF",Research,On site,WYGFD,2003
323,male,adult,7/26/03,"Gibbon River, YNP",Research,On site,IGBST,2003
323,male,adult,9/11/03,"Gibbon River, YNP",Research,On site,IGBST,2003
193,female,adult,7/27/03,"Gibbon River, YNP",Research,On site,IGBST,2003
437,male,adult,7/27/03,"Wagon Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2003
438,male,adult,7/29/03,"Boulder River, GNF",Management,"Tepee Crk, GNF",WS/MTFWP,2003
412,female,adult,7/31/03,"Hominy Crk, TNF",Research,On site,WYGFD,2003
439,female,adult,8/3/03,"Fish Crk, BTNF",Management,On site,WYGFD,2003
440,male,adult,8/5/03,"Fish Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2003
G90,female,yearling,8/7/03,"Jack Pine Crk, TNF",Research,On site,WYGFD,2003
G90,female,yearling,11/20/03,"Leigh Crk, Pr-1D",Management,"Mormon Crk, SNF",WYGFD,2003
441,male,subadult,8/9/03,"Coyote Crk, YNP",Research,On site,IGBST,2003
442,male,adult,8/10/03,"Dunoir River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2003
443,male,adult,8/10/03,"Coyote Crk, YNP",Research,On site,IGBST,2003
444,male,adult,8/12/03,"Coyote Crk, YNP",Research,On site,IGBST,2003
445,male,adult,8/19/03,"Jack Pine Crk, TNF",Research,On site,WYGFD,2003
446,male,adult,8/19/03,"S Fork Shoshone, Pr-WY",Management,"Wood River, SNF",WYGFD,2003
349,female,adult,9/4/03,"Solfatara Crk, YNP",Research,On site,IGBST,2003
349,female,adult,9/16/03,"Gibbon River, YNP",Research,On site,IGBST,2003
287,male,adult,9/5/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
287,male,adult,9/16/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
318,male,adult,9/8/03,"Antelope Crk, YNP",Research,On site,IGBST,2003
281,male,adult,9/9/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
219,male,adult,9/12/03,"Solfatara Crk, YNP",Research,On site,IGBST,2003
211,male,adult,9/11/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
196,female,adult,9/18/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
295,female,adult,9/18/03,"Gibbon River, YNP",Research,On site,IGBST,2003
G91,male,cub,9/18/03,"Gibbon River, YNP",Research,On site,IGBST,2003
447,female,adult,9/19/03,"Amica Crk, YNP",Research,On site,IGBST,2003
448,female,yearling,9/19/03,"Arnica Crk, YNP",Research,On site,IGBST,2003
449,male,adult,9/21/03,"Cascade Crk, YNP",Research,On site,IGBST,2003
380,M,Adult,4/2/02,"N Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2002
404,M,Subadult,5/9/02,"Timber Crk, Pr-WY",Management,"Sheffield Crk, BTNF",WYGFD,2002
404,M,subadult,8/9/02,"Lime Crk, BTNF",Management,Removed,WYGFD,2002
405,M,Adult,5/9/02,"S Fork Shoshone, Pr.-WY",Management,"Wiggins Fork, WY",WYGFD,2002
406,M,Adult,5/20/02,"Brent Crk, SNF",Research,On site,WYGFD,2002
406,M,adult,5/21/02,"Burroughs Crk, SNF",Research,On site,WYGFD,2002
406,M,adult,6/1/02,"Charlie Crk, SNF",Research,On site,WYGFD,2002
379,M,Subadult,5/31/02,"Pacific Crk, GTNP",Research,On site,IGBST,2002
213,F,Adult,6/1/02,"wapiti Crk, GNF",Research,On site,IGBST,2002
304,M,Adult,6/4/02,"Cartridge Crk, SNF",Research,On site,WYGFD,2002
407,M,Subadult,6/8/02,"Cartridge Crk, SNF",Research,On site,WYGFD,2002
408,M,Subadult,6/12/02,"Long Crk, SNF",Research,On site,WYGFD,2002
409,F,Subadult,6/15/02,"E Fork Long Crk, SNF",Research,On site,WYGFD,2002
410,M,Adult,6/19/02,"Deadhorse Crk, GNF",Research,On site,IGBST,2002
410,M,adult,8/10/02,"Eldridge Crk, GNF",Research,On site,IGBST,2002
411,M,Adult,6/21/02,"Brent Crk, SNF",Research,On site,WYGFD,2002
303,F,Adult,6/23/02,"Long Crk, SNF",Research,On site,WYGFD,2002
412,F,Adult,7/13/02,"Berry Crk, GTNP",Research,On site,IGBST,2002
413,M,Subadult,7/17/02,"Berry Crk, GTNP",Research,On site,IGBST,2002
413,M,subadult,7/30/02,"Berry Crk, GTNP",Research,On site,IGBST,2002
414,M,Subadult,7/13/02,"Spalding Bay, GTNP",Research,On site,IGBST,2002
415,M,Subadult,7/23/02,"spread Crk, BTNF",Research,On site,WYGFD,2002
415,M,subadult,8/3/02,"Blackrock Crk, BTNF",Research,On site,WYGFD,2002
415,M,subadult,8/9/02,"Grizzly Crk, BTNF",Research,On site,WYGFD,2002
415,M,subadult,8/29/02,"Buffalo Fork, Pr-WY",Management,"Spread Crk, BTNF",WYGFD,2002
344,M,Adult,8/3/02,"Game Crk, BTNF",Research,On site,WYGFD,2002
416,F,Adult,8/7/02,"Wapiti Crk, GNF",Research,On site,IGBST,2002
417,M,Adult,8/9/02,"Lime Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2002
355,M,Subadult,8/11/02,"Cache Crk, GNF",Research,On site,IGBST,2002
403,F,Adult,8/13/02,"Jakeys Fork Wind, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2002
G81,F,Yearling,8/14/02,"Jakeys Fork Wind, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2002
G82,M,Yearling,8/14/02,"Jakeys Fork Wind, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2002
196,F,Adult,8/15/02,"Cascade Crk, YNP",Research,On site,IGBST,2002
196,F,Adult,9/20/02,"Cascade Crk, YNP",Research,On site,IGBST,2002
196,F,Adult,9/22/02,"Cascade Crk, YNP",Research,On site,IGBST,2002
101,F,Adult,8/31/02,"Hebgen Lake, Pr MT",Management,Removed,MTFWP,2002
G83,M,Cub,8/31/02,"Hebgen Lake,Pr-MT",Management,Removed,MTFWP,2002
G84,M,Cub,8/31/02,"Hebgen Lake,Pr-MT",Management,Removed,MTFWP,2002
418,M,Adult,9/1/02,"Hoodoo Crk, Pr-WY",Management,"Calf Crk, TNF",WYGFD,2002
419,M,Yearling,9/5/02,"Yellowstone River, Pr-MT",Management,"Trapper Crk, GNF",MTFWP,2002
G85,M,Subadult,9/6/02,"S Fork Madison, Pr-MT",Management,Removed,MTFWP,2002
295,F,Adult,9/7/02,"Gibbon River, YNP",Research,On site,IGBST,2002
295,F,adult,9/9/02,"Gibbon River, YNP",Research,On site,IGBST,2002
295,F,adult,9/11/02,"Gibbon River, YNP",Research,On site,IGBST,2002
323,M,Adult,9/7/02,"Gibbon River, YNP",Research,On site,IGBST,2002
420,M,Subadult,9/7/02,N Fork Shoshone,Management,"Blackrock Crk, BTNF",WYGFD,2002
402,F,Adult,9/9/02,"Gibbon River, YNP",Research,On site,IGBST,2002
211,M,Adult,9/9/02,"Gibbon River, YNP",Research,On site,IGBST,2002
401,M,adult,9/11/02,"Berry Crk, GTNP",Research,On site,IGBST,2002
401,M,adult,10/9/02,"Arizona Crk, GTNP",Research,On site,IGBST,2002
421,M,Subadult,9/18/02,"Carter Crk, Pr-WY",Management,"Burnt Timber Crk, SNF",WYGFD,2002
132,F,Adult,9/18/02,"Lamar River, YNP",Research,On site,IGBST,2002
132,F,adult,9/21/02,"Lamar River, YNP",Research,On site,IGBST,2002
260,M,Adult,9/20/02,"Antelope Crk, YNP",Research,On site,IGBST,2002
281,M,Adult,9/23/02,"Gibbon River, YNP",Research,On site,IGBST,2002
422,M,Subadult,9/23/02,"Pilgrim Crk, GTNP",Research,On site,IGBST,2002
422,M,subadult,10/6/02,"Pilgrim Crk, GTNP",Research,On site,IGBST,2002
422,M,subadult,10/8/02,"Pilgrim Crk, GTNP",Research,On site,IGBST,2002
399,F,adult,9/23/02,"Snake River, GTNP",Research,On site,IGBST,2002
399,F,adult,10/7/02,"Pilgrim Crk, GTNP",Research,On site,IGBST,2002
423,F,Adult,9/24/02,"Sunlight Crk, Pr-WY",Management,"E Fork Wind, ST-WY",WYGFD,2002
188,F,Adult,9/24/02,"Sunlight Crk, Pr-WY",Management,"E Fork Wind, ST-WY",WYGFD,2002
Unm,Unk,Cub,9/24/02,"Sunlight Crk, Pr-WY",Management,"E Fork Wind, ST-WY",WYGFD,2002
Unm,Unk,Cub,9/24/02,"Sunlight Crk, Pr-WY",Management,"E Fork Wind, ST-WY",WYGFD,2002
424,M,Subadult,9/25/02,"Indian Crk, YNP",Research,On site,IGBST,2002
392,M,Subadult,10/6/02,"Pilgrim Crk, GTNP",Research,On site,IGBST,2002
425,F,Adult,10/8/02,"Jasper Crk, YNP",Research,On site,IGBST,2002
214,F,Adult,10/17/02,"Stephens Crk, YNP",Research,On site,IGBST,2002
214,F,adult,10/19/02,"Stephens Crk, YNP",Research,On site,IGBST,2002
228,M,Adult,10/20/02,"Indian Crk, YNP",Research,On site,IGBST,2002
426,M,Subadult,10/28/02,"Dogshead Crk, YNP",Research,On site,IGBST/YNP,2002
311,F,Adult,11/8/02,"Crkandall Crk, Pr-WY",Management,Removed,WYGFD,2002
369,M,Adult,5/3/01,"Carter Crk, Pr-WY",Management,"Picket Crk, SNF",WYGFD,2001
377,M,Adult,5/4/01,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2001
378,M,Adult,5/5/01,"S Fork Shoshone, Pr-WY",Management,"East Fork Wind, SNF",WYGFD,2001
378,M,Adult,6/13/01,"S Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2001
379,M,Subadult,5/7/01,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2001
380,M,Adult,5/11/01,"N Fork Shoshone, SNF",Management,"Needle Crk, SNF",WYGFD,2001
381,M,Subadult,5/13/01,"Beam Gulch, SNF",Research,On site,WYGFD,2001
179,F,Adult,5/26/01,"spread Crk, GTNP",Research,On site,IGBST,2001
382,M,Subadult,5/31/01,"Jim Crk, BTNF",Research,On site,WYGFD,2001
382,M,Subadult,7/30/01,"Wind River, Pr-WY",Management,Removed,WYGFD,2001
311,F,Adult,5/31/01,"Sunlight Crk, SNF",Research,On site,WYGFD,2001
383,F,Subadult,6/9/01,"Reef Crk, SNF",Research,On site,WYGFD,2001
372,M,Subadult,6/11/01,"Deadman Crk, SNF",Research,On site,WYGFD,2001
372,M,Subadult,6/18/01,"Deadman Crk, SNF",Research,On site,WYGFD,2001
384,F,Adult,6/16/01,"Lodgepole Crk, SNF",Research,On site,WYGFD,2001
385,M,Subadult,6/16/01,"Carter Crk, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2001
385,M,Subadult,9/27/01,"Wind River, PIA-WY",Management,Removed,WYGFD,2001
386,F,Adult,6/18/01,"Deadman Crk, SNF",Research,On site,WYGFD,2001
355,M,Subadult,6/23/01,"Eldridge Crk, GNF",Research,On site,IGBST,2001
387,M,Adult,6/26/01,"Eldridge Crk, GNF",Research,On site,IGBST,2001
388,M,Adult,6/28/01,"wapiti Crk, GNF",Research,On site,IGBST,2001
325,F,Adult,7/3/01,"Yellowstone River, Pr-MT",Management,Removed,MTFWP,2001
389,M,Adult,7/6/01,"Wapiti Crk, GNF",Research,On site,IGBST,2001
360,F,Adult,7/9/01,"Wapiti Crk, GNF",Research,On site,IGBST,2001
G72,M,Adult,7/13/01,"Cooke Pass, Pr-MT",Management,Removed,MTFWP,2001
Unm,Unk,COY,7/15/01,"DuN0ir River, Pr-WY",Management,On site,WYGFD/USFWS,2001
390,M,Adult,7/17/01,"Plateau Crk, BTNF",Research,On site,WYGFD,2001
390,M,Adult,7/21/01,"Snake River, BTNF",Research,On site,IGBST,2001
390,M,Adult,8/7/01,"Snake River, BTNF",Research,On site,IGBST,2001
391,M,Subadult,7/19/01,"Tepee Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2001
391,M,Subadult,9/29/01,"DuN0ir River, Pr-WY",Management,Removed,WYGFD,2001
392,M,Subadult,7/22/01,"Lime Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2001
393,M,Adult,7/24/01,"Snake River, BTNF",Research,On site,IGBST,2001
201,M,Adult,7/28/01,"Snake River, BTNF",Research,On site,WYGFD,2001
394,M,Adult,7/29/01,"Klondike Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2001
395,F,Subadult,8/4/01,"Snake River, BTNF",Research,On site,IGBST,2001
G73,M,Adult,8/15/01,"Silver Gate, Pr-MT",Management,Removed,MTFWP,2001
396,M,Subadult,8/22/01,"S Fork Madison, Pr-MT",Management,"Eldirdge Crk, GNF",MTFWP,2001
397,M,Adult,8/23/01,"Gibbon River, YNP",Research,On site,IGBST,2001
398,M,Adult,8/25/01,"Lizard Crk, JDR",Research,On site,IGBST/GTNP,2001
305,F,Subadult,8/26/01,"E Fork Wind, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2001
327,F,Adult,8/26/01,"Carter Crk, Pr-WY",Management,"Boone Crk, TNF",WYGFD,2001
358,F,Adult,8/26/01,"Horse Crk, SNF",Management,Removed,WYGFD,2001
G74,M,COY,8/26/01,"Horse Crk, SNF",Management,Removed,WYGFD,2001
349,F,Adult,8/29/01,"Gibbon River, YNP",Research,On site,IGBST,2001
281,M,Adult,8/29/01,"Cascade Crk, YNP",Research,On site,IGBST,2001
281,M,Adult,8/31/01,"Cascade Crk, YNP",Research,On site,IGBST,2001
399,F,Adult,8/29/01,"Arizona Crk, GTNP",Research,On site,IGBST/GTNP,2001
400,M,Adult,8/29/01,"Lizard Crk, JDR",Research,On site,IGBST/GTNP,2001
401,M,Adult,9/1/01,"Pilgrim Crk, GTNP",Research,On site,IGBST,2001
G76,F,Yearling,9/4/01,"Dunn Crk, Pr-WY",Management,"Thorofare, BTNF",WYGFD,2001
G76,F,Yearling,10/28/01,"Lava Crk, PIA-WY",Management,Removed,WYGFD,2001
G77,F,Yearling,9/4/01,"Dunn Crk, Pr-WY",Management,"Thorofare, BTNF",WYGFD,2001
G75,F,Adult,9/5/01,"Dunn Crk, Pr-WY",Management,Removed,WYGFD,2001
135,F,Adult,9/12/01,"N Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2001
211,M,Adult,9/12/01,"Cascade Crk, YNP",Research,On site,IGBST,2001
211,M,Adult,10/12/01,"Antelope Crk, YNP",Research,On site,IGBST,2001
196,F,Adult,9/14/01,"Cascade Crk, YNP",Research,On site,IGBST,2001
338,M,Adult,9/14/01,"Cascade Crk, YNP",Research,On site,IGBST,2001
128,F,Adult,9/14/01,"Horse Crk, Pr-WY",Management,Removed,WYGFD,2001
G78,M,COY,9/14/01,"Horse Crk, Pr-WY",Management,Removed,WYGFD,2001
G79,F,COY,9/14/01,"Horse Crk, Pr-WY",Management,Removed,WYGFD,2001
G80,M,Adult,10/1/01,"Gibbon River, YNP",Research,On site,IGBST,2001
193,F,Adult,10/2/01,"Gibbon River, YNP",Research,On site,IGBST,2001
402,F,Subadult,10/2/01,"Gibbon River, YNP",Research,On site,IGBST,2001
295,F,Adult,10/3/01,"Gibbon River, YNP",Research,On site,IGBST,2001
323,M,Adult,10/4/01,"Gibbon River, YNP",Research,On site,IGBST,2001
373,M,Subadult,10/4/01,"Gibbon River, YNP",Research,On site,IGBST,2001
403,F,Adult,10/14/01,"N Fork Shoshone, Pr-WY",Management,"Long Crk, SNF",WYGFD,2001
G81,F,COY,10/14/01,"N Fork Shoshone, Pr-WY",Management,"Long Crk, SNF",WYGFD,2001
G82,M,COY,10/14/01,"N Fork Shoshone, Pr-WY",Management,"Long Crk, SNF",WYGFD,2001
Unm,Unk,Subadult,10/18/01,"Antelope Crk, YNP",Research,On site,IGBST,2001
153,M,Adult,11/7/00,"Sunlight Crk, Pr-WY",Management,Removed,WYGFD,2001
166,F,Adult,4/28/00,"Spread Crk, GTNP",Research,On site,GTNP/WYGFD,2000
292,M,Adult,5/3/00,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2000
292,M,Adult,7/23/00,"Spread Crk, BTNF",Research,On site,WYGFD,2000
350,F,Yearling,5/10/00,"Spread Crk, GTNP",Research,On site,IGBST/GTNP,2000
343,M,Subadult,5/10/00,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2000
351,F,Adult,5/11/00,"Francs Fork, SNF",Research,On site,WYGFD,2000
291,M,Adult,5/11/00,"Francs Fork, SNF",Research,On site,WYGFD,2000
80,M,Adult,5/11/00,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2000
352,M,Subadult,5/13/00,"Timber Crk, SNF",Research,On site,WYGFD,2000
352,M,Subadult,5/16/00,"Dick Crk, SNF",Research,On site,WYGFD,2000
353,M,Subadult,5/31/00,"Madison River, Pr-MT",Management,"Tepee Crk, GNF",MTFWP/IGBST,2000
353,M,Subadult,7/14/00,"Madison River, GNF",Management,Removed,MTFWP,2000
354,M,Adult,6/14/00,"Eldridge Crk, GNF",Research,On site,IGBST,2000
355,M,Subadult,6/16/00,"Eldridge Crk, GNF",Research,On site,IGBST,2000
201,M,Adult,6/16/00,"Flat Mountain Crk, YNP",Research,On site,IGBST,2000
356,M,Adult,6/16/00,"Cartridge Crk, SNF",Research,On site,WYGFD,2000
357,F,Subadult,6/16/00,"Brent Crk, SNF",Research,On site,WYGFD,2000
358,F,Subadult,6/21/00,"Cartridge Crk, SNF",Research,On site,WYGFD,2000
358,F,Subadult,6/29/00,"Horse Crk, SNF",Research,On site,WYGFD,2000
303,F,Adult,6/21/00,"Long Crk, SNF",Research,On site,WYGFD,2000
359,M,Adult,6/26/00,"Long Crk, SNF",Research,On site,WYGFD,2000
305,F,Subadult,6/27/00,"Cartridge Crk, SNF",Research,On site,WYGFD,2000
360,F,Subadult,7/2/00,"Deadhorse Crk, , GNF",Research,On site,IGBST,2000
349,F,Adult,7/2/00,"Gibbon River, YNP",Research,On site,IGBST,2000
349,F,Adult,7/17/00,"Gibbon River, YNP",Research,On site,IGBST,2000
211,M,Adult,7/3/00,"Cascade Crk, YNP",Research,On site,IGBST,2000
211,M,Adult,9/11/00,"Antelope Crk, YNP",Research,On site,IGBST,2000
361,M,Yearling,7/6/00,"Grinnell Crk, SNF",Management,"Robinson Crk, SNF",WYGFD,2000
362,M,Yearling,7/6/00,"Grinnell Crk, SNF",Management,"Robinson Crk, SNF",WYGFD,2000
267,F,Adult,7/9/00,"Six Mile Crk, SNF",Management,On site,WYGFD,2000
G67,F,Yearling,7/14/00,"S Fork spread Crk, BTNF",Research,On site,WYGFD,2000
179,F,Adult,7/15/00,"Grizzly Crk, BTNF",Research,On site,WYGFD,2000
281,M,Adult,7/15/00,"Cascade Crk, YNP",Research,On site,IGBST,2000
281,M,Adult,10/10/00,"Gibbon River,YNP",Research,On site,IGBST,2000
281,M,Adult,10/11/00,"Gibbon River,YNP",Research,On site,IGBST,2000
363,M,Subadult,7/16/00,"Blackrock Crk, BTNF",Research,On site,WYGFD,2000
364,F,Subadult,7/16/00,"Blackrock Crk, BTNF",Research,On site,WYGFD,2000
196,F,Adult,7/17/00,"Cascade Crk, YNP",Research,On site,IGBST,2000
365,F,Adult,7/30/00,"Gilbert Crk, SNF",Management,On site,WYGFD,2000
366,F,Adult,7/31/00,"Blackrock Crk, BTNF",Research,On site,WYGFD,2000
327,F,Adult,8/15/00,"E Fork Belknap Crk, SNF",Management,On site,WYGFD,2000
367,F,Adult,8/21/00,"Meeteetse Crk, SNF",Management,On site,WYGFD,2000
348,M,Adult,8/23/00,"Meeteetse Crk, SNF",Management,On site,WYGFD,2000
125,F,Adult,8/27/00,"Antelope Crk, YNP",Research,On site,IGBST,2000
368,M,Subadult,9/1/00,"Brent Crk, SNF",Management,On site,WYGFD,2000
369,M,Adult,9/2/00,"sage Crk, Pr-WY",Management,On site,WYGFD,2000
G68,M,Cub,9/2/00,"Carter Crk, Pr-WY",Management,On site,WYGFD,2000
G68,M,Cub,9/14/00,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2000
G69,F,Cub,9/2/00,"Carter Crk, Pr-WY",Management,On site,WYGFD,2000
G69,F,Cub,9/14/00,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2000
308,F,Adult,9/6/00,"Brent Crk, SNF",Management,On site,WYGFD,2000
370,F,Adult,9/10/00,"Jasper Crk, YNP",Research,On site,IGBST,2000
135,F,Adult,9/10/00,"N Fork Shoshone,Pr-WY",Management,"Buffalo Plateau, SNF",WYGFD,2000
371,F,Cub,9/10/00,"N Fork Shoshone,Pr-WY",Management,"Buffalo Plateau, SNF",WYGFD,2000
249,F,Adult,9/15/00,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2000
372,M,Subadult,9/19/00,"N Fork Shoshone,Pr-WY",Management,"Wind River, SNF",WYGFD,2000
373,M,Subadult,9/22/00,"Outlet Crk, TNF",Research,On site,IGBST,2000
373,M,Subadult,10/7/00,"Outlet Crk, TNF",Research,On site,IGBST,2000
374,M,Subadult,9/26/00,"S Fork Shoshone,Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2000
234,F,Adult,9/29/00,"S Fork Shoshone,Pr-WY",Management,"Parque Crk, SNF",WYGFD,2000
G70,M,Cub,9/29/00,"S Fork Shoshone,Pr-WY",Management,"Parque Crk, SNF",WYGFD,2000
G71,M,Cub,9/29/00,"S Fork Shoshone,Pr-WY",Management,"Parque Crk, SNF",WYGFD,2000
375,M,Adult,10/3/00,"Whit Crk, Pr-WY",Management,"Wood River, SNF",WYGFD,2000
212,M,Adult,10/3/00,"S Fork sage Crk, SNF",Management,Removed,WYGFD,2000
376,M,Subadult,10/21/00,"June Crk, Pr-WY",Management,"Togwotee Crk, BNTF",WYGFD,2000
326,male,subadult,4/27/99,"Wood River, Pr-WY",Management,"Elk Fork, SNF",WYGFD,1999
327,female,adult,4/29/99,"SF Shoshone, Pr-WY",Management,"Sweetwater Crk, SNF",WYGFD/IGBST,1999
328,male,adult,5/1/99,"SF Shoshone, Pr-WY",Research,On site,WYGFD,1999
329,male,adult,5/6/99,"Mormon Crk, SNF",Research,On site,IGBST,1999
330,male,adult,5/12/99,"Mormon Crk, SNF",Research,On site,IGBST,1999
331,female,subadult,5/13/99,"Timber Crk, Pr-WY",Research,On site,WYGFD/IGBST,1999
332,female,adult,5/13/99,"SF Shoshone, Pr-WY",Research,On site,WYGFD/IGBST,1999
333,male,subadult,5/17/99,"Mormon Crk, SNF",Research,On site,WYGFD,1999
334,female,subadult,5/18/99,"SF Shoshone, Pr-WY",Management,"Antelope Crk, YNP",WYGFD,1999
335,male,adult,5/18/99,"Mormon Crk, SNF",Research,On site,WYGFD,1999
336,male,adult,5/20/99,"Mormon Crk, SNF",Research,On site,WYGFD,1999
278,male,adult,5/20/99,"Beam Gulch, SNF",Research,On site,IGBST,1999
337,female,subadult,6/10/99,"Gravelbar Crk, SNF",Research,On site,IGBST,1999
338,male,subadult,6/18/99,"Gibbon River, YNP",Research,On site,IGBST,1999
339,male,adult,6/23/99,"SF Shoshone, Pr-WY",Management,"Oxbow Crk, YNP",WYGFD/YNP,1999
321,female,adult,6/24/99,"Cascade Crk, YNP",Research,On site,IGBST,1999
219,male,adult,6/30/99,"Cascade Crk, YNP",Research,On site,IGBST,1999
295,female,adult,6/30/99,"Gibbon River, YNP",Research,On site,IGBST,1999
295,female,adult,10/8/99,"Gibbon River, YNP",Research,On site,IGBST,1999
312,male,subadult,7/9/99,"SF Shoshone, Pr-WY",Management,"Parque Crk, SNF",WYGFD,1999
340,male,adult,7/10/99,"Buffalo Fork, BTNF",Research,On site,WYGFD,1999
340,male,adult,7/14/99,"Buffalo Fork, BTNF",Research,On site,WYGFD,1999
340,male,adult,8/9/99,"Buffalo Fork, BTNF",Research,On site,WYGFD,1999
179,female,adult,7/12/99,"Buffalo Fork, BTNF",Research,On site,WYGFD,1999
269,male,adult,7/12/99,"Crow Crk, BTNF",Management,Removed,ws,1999
325,female,subadult,7/13/99,"Indian Crk, YNP",Management,"Otter Crk, YNP",YNP/IGBST,1999
325,female,subadult,8/23/99,"Stephens Crk, YNP",Management,On site,YNP,1999
341,male,adult,7/19/99,"Jasper Crk, YNP",Research,On site,IGBST,1999
342,female,adult,7/21/99,"Antelope Crk, YNP",Research,On site,IGBST,1999
224,male,adult,7/25/99,"Wallace Draw, BTNF",Research,On site,WYGFD,1999
290,male,adult,7/30/99,"Coyote Crk, YNP",Research,On site,IGBST,1999
317,male,adult,8/3/99,"Coyote Crk, YNP",Research,On site,IGBST,1999
343,male,subadult,8/7/99,"spread Crk, BTNF",Research,On site,WYGFD,1999
344,male,subadult,8/11/99,"Game Crk, BTNF",Research,On site,WYGFD,1999
213,female,adult,8/12/99,"wapiti Crk, GNF",Research,On site,IGBST,1999
213,female,adult,8/26/99,"wapiti Crk, GNF",Research,On site,IGBST,1999
345,male,adult,8/20/99,"Gros Ventre, BTNF",Management,"Oxbow Crk, YNP",WYGFD,1999
G64,male,subadult,8/22/99,"Obsidian Crk, YNP",Management,Removed,YNP,1999
270,female,adult,8/27/99,"Bull Moose Crk, BTNF",Management,"Sunlight Crk, SNF",WS/WYGFD,1999
G65,female,yearling,8/28/99,"Bull Moose Crk, BTNF",Management,"Sunlight Crk, SNF",WS/WYGFD,1999
G66,male,yearling,8/27/99,"Bull Moose Crk, BTNF",Management,"Sunlight Crk, SNF",WS/WYGFD,1999
346,female,subadult,8/28/99,"Outlet Crk, TNF",Research,On site,IGBST,1999
347,male,subadult,9/1/99,"Dry Ridge, TNF",Management,"Mirror Plateau, YNP",WS/WYGFD,1999
185,male,adult,8/31/99,"Dunior River, Pr-WY",Management,"Parque Crk, SNF",WYGFD,1999
348,male,adult,9/6/99,"Carter Mtn, ST-WY",Management,"Grassy Lake, GTNP",WYGFD,1999
349,female,adult,9/16/99,"Gibbon River, YNP",Research,On site,IGBST,1999
287,male,adult,10/10/99,Cascade Crk YNP,Research,On site,IGBST,1999
302,Male,Adult,5/6/98,"Burroughs Crk, SNF",Research,On site,WYGFD,1998
302,Male,Adult,5/19/98,"Cartridge Crk, SNF",Research,On site,WYGFD,1998
303,Female,Adult,5/11/98,"Long Crk, SNF",Research,On site,WYGFD,1998
